3854,38-54 ,VERNON BLVE
3854,38-54 ,VERNON BLVD
3854,38-54 ,VERNON BLVD
3854,38-54 ,VERNON BLVD
3854,38-54 ,VERNON BLVD
3854,38-54 ,VERNON BLVD
3854,3854 ,VERNON BLVD
3854,3854 ,VERNON BLVD
3854,3854 ,VERNON BLVD
3854,3854 ,VERNON BLVD
3854,3854 ,VERNON BLVD
3854,38-54 ,VERNEN BLVD
3854,38-54 ,RAILROAD AVE
3858,38-58 ,VERNON BLVD
3860,38-60 ,REVIEW AVE
3870,38-70 ,REVIEW AVE
3878,38-78 ,REVIEW AVE
3884,38-84 ,RAILROAD AVE
3904,39-04 ,NORTHERN BLVD
3914,39-14 ,REVIEW AVE
3929,3929 ,HONEYWELL ST
3930,39-30 ,REVIEW AVE
4140,41-40 ,UNION ST
4140,41-40 ,PARSONS BLVD
4220,42-20 ,VERNON BLVD
4353,43-53 ,MAIN STREET
4402,44-02 ,VERNON BLVD
4436,44-36 ,VERNON BLVD
4500,4500 ,PARSON BLVD
4510,45-10 ,BOWNE ST
4541,45-41 ,BERRIAN BLVD
4600,4600 ,METROLPOLITAN AVE
4602,46-02 ,VERNON BLVD
4705,47-05 ,METROPOLITAN AVE
4901,49-01 ,VAN DAM STREET
4901,49-01 ,VAN DAM STREET
4901,49-01 ,VAN DAM STREET
4921,49-21 ,QUEENS BLVD
4921,49-21 ,METROPOLITAN AVE
4921,49-21 ,METROPOLITAN AVE
5011,50-11 ,QUEENS BLVD
5024,50-24 ,QUEENS BLVD
5024,50-24 ,QUEENS BLVD
5024,50-24 ,QUEENS BLVD
5035,50-35 ,NORTHERN BLVD
5101,51-01 ,NORTHERN BLVD
5115,5115 ,BEACH CHANNEL DRIVE
5118,51-18 ,GRAND AVE
5321,53-21 ,BEACH CHANNEL DR
5606,56-06 ,COOPER AVE
5615,56-15 ,QUEENS BLVD
5620,56-20 ,GRAND AVE
5620,56-20 ,GRAND AVE
5801,58-01 ,NORTHERN BLVD
5801,58-01 ,NORTHERN BLVD
5801,58-01 ,NORTHERN BLVD
5912,59-12 ,FRESH POND ROAD
5912,59-12 ,FRESH POND ROAD
5912,59-12 ,FRESH POND ROAD
6090,60-90 ,ELIOT AVE
6090,60-90 ,ELIOT AVE
6119,61-19 ,FRESHMEADOW LANE
6120,61-20 ,FRESH MEADOW LANE
6160,61-60 ,woodhaven blvd
6307,63-07 ,BROADWAY
6307,63-07 ,BROADWAY
6325,63-25 ,MAIN ST
6402,64-02 ,CATALPA AVENUE
6510,65-10 ,QUEENS BLVD
6510,65-10 ,QUEENS BLVD
6769,67-69 ,WOODHAVEN BLVD
6769,67-69 ,WOODHAVEN BLVD
6809,68-09 ,QUEENS BLVD
6809,68-09 ,QUEENS BLVD
6829,68-29 ,WOODHAVEN BLVD
6829,68-29 ,WOODHAVEN BLVD
6902,69-02 ,QUEENS BOULEVARD
6902,69-02 ,QUEENS BOULEVARD
6902,69-02 ,NORTHERN BLVD
7044,70-44 ,KISSENA BLVD
7209,72-09 ,MAIN STREET
7210,72-10 ,BEACH CHANNEL DRIVE
7338,73-38 ,COOPER AVENUE
7338,73-38 ,COOPER AVENUE
7338,73-38 ,COOPER AVENUE
7401,74-01 ,ELIOT AVENUE
7401,74-01 ,ELIOT AVENUE
7401,74-01 ,ELIOT AVENUE
7421,74-21 ,QUEENS BLVD
7421,74-21 ,QUEENS BLVD
7509,75-09 ,NORTHERN BLVD AND 75-19 NORTHERN BLVD
7541,75-41 ,YELLOWSTONE BLVD
7541,75-41 ,YELLOWSTONE BLVD
7541,75-41 ,YELLOWSTONE BLVD
7541,75-41 ,YELLOWSTONE BLVD
7711,77-11 ,ROOSEVELT AVE
7730,77-30 ,MAIN ST
7733,77-33 ,QUEENS BLVD
7740,77-40 ,HEWLETT ST
8150,81-50 ,UTOPIA AVE
8215,82-15 ,QUEENS BLVD
8505,85-05 ,ASTORIA BLVD
8505,85-05 ,ASTORIA BLVD
8505,85-05 ,ASTORIA BLVD
8710,87-10 ,NORTHERN BOULEVARD
8710,87-10 ,NORTHERN BOULEVARD
8720,87-20 ,QUEENS BLVD
8736,87-36 ,LEFFERTS BLVD
8736,87-36 ,LEFFERTS BLVD
8736,87-36 ,LEFFERTS BLVD
8930,89-30 ,COOPER AVENUE
9002,90-02 ,QUEENS BLVD
9071,90-71 ,PITKIN AVE
9302,93-02 ,ATLANTIC AVENUE
9420,94-20 ,GUY R BREWER BLVD
9510,95-10 ,DITMARS BLVD
9610,96-10 ,CORONA AVE
9627,96-27 ,QUEENS BLVD
9711,97-11 ,NORTHERN BLVD
9802,98-02 ,NORTHERN BLVD
9802,98-02 ,NORTHERN BLVD
9840,98-40 ,CHRISTIE AVE
10017,100-17 ,BEACH CHANNEL DRIVE
10404,104-04 ,ROCKAWAY BLVD
10820,10820 ,ROCKAWAY BEACH BLVD
11212,112-12 ,ASTORIA BOULEVARD
11244,112 -44 ,ROOSEVELT AVE
11321,113-21 ,ROCKAWAY BLVD
11402,114-02 ,VAN WYCK EXPRESSWAY
11704,117-04 ,ROCKAWAY BOULEVARD
11707,117-07 ,GUY BREWER BLVD
11707,117-07 ,GUY BREWER BLVD
11707,117-07 ,GUY BREWER BLVD
11801,118-01 ,ROCKAWAY BLVD
12204,122-04 ,TO 122-06 MERRICK BLVD
12682,126 - 82 ,WILLETS POINT BLVD
12712,127-12 ,ATLANTIC AVE
12836,128-36 ,ROCKAWAY BLVD
13107,131-07 ,MERRICK BLVD
13107,131-07 ,MERRICK BLVD
13415,134-15 ,CROSS BAY BLVD
13545,135-45 ,CROSS BAY BLVD
13721,137-21 ,LIBERTY AV
13850,138-50 ,HILLSIDE AVENUE
13916,139-16 ,GLASSBORO AVE
14006,140-06 ,FARMERS BLVD
14154,141-54 ,NORTHERN BLVD
14154,141-54 ,NORTHERN BLVD
14154,141-54 ,NORTHERN BLVD
14225,142-25 ,PERSHING CRESCENT
14407,144 -07 ,SANFORD AVE
14555,145-55 ,GUY BREWER BLVD
14555,145-55 ,GUY BREWER BLVD
15017,150-17 ,CROSS ISLAND PKWY
15017,150-17 ,CROSS ISLAND PKWY
15017,150-17 ,CROSS ISLAND PKWY
15017,150-17 ,CROSS ISLAND PKWY
15111,151-11   ,AVE/CLINTVILLE STREET
15206,152-06 ,NORTHERN BLVD
15395,153-95 ,ROCKAWAY BLVD
15409,154-09 ,UNION TNPK
15421,154-21 ,BROAD STREET
15421,154-21 ,BROAD STREET
15421,154-21 ,BROAD STREET
15421,154-21 ,BROAD STREET
15511,155-11 ,LIBERTY AVE
15511,155-11 ,LIBERTY AVE
15511,15511 ,LIBERTY AVE
15517,155-17 ,LIBERTY AVE
15801,158-01 ,ROCKAWAY BOULEVARD
16518,165-18 ,SOUTH RD
16702,167-02 ,BAISLEY BOULEVARD
17533,175-33 ,HORACE HARDING EXP
17802,178-02 ,UNION TURNPIKE
17850,178-50 ,LINDEN BLVD
18104,181-04 ,UNION TURNPIKE
18108,181-08 ,HORACE HARDING EXPWY
18108,181-08 ,HORACE HARDING EXPWY
18108,181-08 ,HORACE HARDING EXPWY
18108,181-08 ,HORACE HARDING EXPWY
18230,182 -30 ,LIBERTY AVE
18417,184-17 ,HORACE HARDING EXP
18711,187-11 ,JAMAICA AVE
18806,188-06 ,HILLSIDE AVENUE
19544,195-44 ,WOODHULL AVENUE
19902,199-02 ,UNION TURNPIKE
20206,202-06 ,THRU 202-16 HILLSIDE AVE
20206,202-06 ,HILLSIDE AVE
21152,211-52 ,JAMAICA AVE
21201,212-01 ,HILLSIDE AVE
21902,219-02 ,HORACE HARDING
21925,219-25 ,MERRICK BOULEVARD
22320,223-20 ,BRADDOCK AVE
22401,224-01 ,NORTH CONDUIT AVE
23106,231-06 ,NORTHERN BLVD
23217,232-17 ,MERRICK BLVD
23422,234-22 ,MERRICK BOULEVARD
23422,234-22 ,MERRICK BOULEVARD
24001,240-01 ,NEW HALL AVE
24115,241-15 ,HILLSIDE AVENUE
24115,241-15 ,HILLSIDE AVENUE
24202,242-02 ,DOUGLASTON PKWY
26401,26-40 1,ST ST
31012,3101 2,OTH AVE
34149,34-14 9,TH ST
36008,360-08 ,REVIEW AVE
40009,40009 ,VERNON BLVD
44044,4-40 44,TH DRIVE
51746,5-17 46,TH RD
52046,5-20 46,TH ROAD
52146,5-21 46,TH RD
52946,5-29 46,TH AVE
53746,5-37 46,TH AVE
53846,5-38 46 ,AVE
54646,5-46 46,TH AVE
54750,5-47 50,TH AVENUE
71837,7-18 37,TH AVE
102044,10-20 44,TH RD
102044,10-20 44,TH RD
102044,10-20 44,TH RD
102044,10-20 44,RD
105551,10-55 51,ST AVENUE
120238,12-02 38,TH AVENUE
180120,18-01 20,TH AVENUE
180120,18-01 20,TH AVENUE
180120,18-01 20,TH AVENUE
180120,18-01 20,TH AVENUE
180120,18-01 20,TH AVENUE
180120,18-01 20,TH AVENUE
180120,18-01 20,TH AVENUE
180120,18-01 20,TH AVENUE
180120,18-01 20,TH AVENUE
180120,18-01 20,TH AVE
180120,1801 20 ,AVE
183341,18-33 41,ST ST
194142,19-41 42,ND STREET
194142,19-41 42,ND STREET
194142,19-41 42,ND STREET
200119,20-01 19,TH STREET
200131,20-01 31,ST STREET
200131,20-01 31,ST STREET
213527,2135 27,TH ST
220741,22-07 41,ST AVENUE
220939,2209 39,TH ST
220939,22-09 39,TH AVENUE
220939,22-09 39,TH AVENUE
220939,22-09 39,TH AVE
220939,22-09 39 ,AVE
226142,2261 42,ND ST
246149,24-61 49,TH STREET
251741,25-17 41,ST AVE
251741,25-17 41,ST AVE
271049,27-10 49 ,AVE
280141,28-01 41,ST ST
305879,30-58 79,TH ST
307521,30-75 21,ST ST
310120,31-01 20,TH AVENUE
310120,31-01 20,TH AVENUE
310120,31-01 20,TH AVENUE
310120,31-01 20,TH AVENUE
310120,31-01 20,TH AVENUE
310120,31-01 20,TH AVENUE
310120,31-01 20,TH AVENUE
310120,31-01 20,TH AVENUE
310120,31-01 20,TH AVENUE
310120,31-01 20,TH AVENUE
310120,31-01 20,TH AVENUE
310120,31-01 20,TH AVENUE
310120,31-01 20,TH AVENUE
310120,31-01 20,TH AVENUE
310120,31-01 20,TH AVE
310120,31-01 20,TH AVE
310120,31-01 20,TH AVE
310120,31-01 20,TH AVE
310120,31-01 20,TH AVE
310120,31-01 20,TH AVE
310120,31-01 20,TH AVE
310120,31-01 20,TH AVE
310120,31-01 20,TH AVE
310120,31-01 20,TH AVE
310120,31-01 20,TH AVE
310120,31-01 20,TH AVE
310120,3101 20,TH AVE
310120,3101 20,TH AVE
310120,3101 20,TH AV
310120,31-01 20 ,AVENUE
310120,31-01 20 ,AVENUE
310120,31-01 20 ,AVENUE
310120,31-01 20 ,AVENUE
310120,31-01 20 ,AVENUE
310120,31-01 20 ,AVENUE
310120,31-01 20 ,AVENUE
310120,31-01 20 ,AVENUE
310120,31-01 20 ,AVENUE
310120,31-01 20 ,AVENUE
310120,31-01 20 ,AVENUE
310120,31-01 20 ,AVENUE
310120,31-01 20 ,AVENUE
310120,31-01 20 ,AVENUE
310120,31-01 20 ,AVENUE
310120,31-01 20 ,AVE
310120,31-01 20 ,AVE
310220,3102 20,TH AVENUE
310220,31-02 20,TH AVE
310320,31-03 20,TH AVENUE
310320,31-03 20,TH AVENUE
311620,31-16 20,TH AVENUE
331747,33-17 47,TH AVENUE
341531,34-15 31,ST AVE
342032,34-20 32,ND ST
342121,34-21 21,ST ST
342121,34-21 21,ST ST
342121,34-21 21,ST ST
342582,34-25 82,ND ST-JACKSON HTS
344393,34-43 93,RD STREET
344393,34-43 93,RD STREET
354581,35-45 81,ST ST
370227,37-02 27,TH ST AND 37TH AVE
372132,37-21 32,ND ST
374421,37-44 21,ST STREET
381131,38-11 31 ,ST
396552,39 -65 52 ,ST
403624,40-36 24,TH STREET
403723,40-37 23,RD ST
410123,41-01 23,RD STREET
420221,42-02 21,ST
421994,4219 94,TH ST
422274,4222 74,TH STREET
425024,42-50 24,TH STREET
451182,45-11 82,ND STREET
451333,4513 33,RD ST
451644,45- 16  44,TH ST
452439,45-24 39,th pl
463021,46-30 21,ST ST
472030,47-20 30,TH ST
520931,52-09 31,ST PLACE
523558,52-35 58,TH STREET
523558,52-35 58,TH ST
534999,53-49 99,TH ST
534999,53-49 99,TH ST
557047,55-70 47,TH STREET
580376,58-03 76,TH ST
585057,58-50 57,TH ROAD
585057,58-50 57,TH ROAD
587353,58-73 53,RD AVE
587454,58-74 54,TH STREET
702173,70-21 73,RD PLACE
750731,7507 31,ST AVE
751668,7516 68,TH AVE
781531,78-15 31,ST AVE
850124,85-01 24,TH AVENUE
1023265,102-32 65,TH AVE
1060632,106-06 32 ,AVE
1082048,108-20 48,TH AVENUE
1105154,11-05 154,TH ST
1180983,118-09 83,RD AVE
1201531,120-15 31,ST AVENUE
1201531,120-15 31,ST AVENUE
1201531,120-15 31,ST AVE
1240614,124 -06 14,TH AVE
1241528,124-15 28,TH AVE
1241531,124-15 31,ST AVE
1241531,124-15 31,ST AVE
1291118,129-11 18,TH AVE
1292018,129 - 20 18,TH AVE
1300209,1300 209,TH ST
1342535,134-25 35,TH AVENUE
1373091,137-30 91,ST AVE
1373091,137-30 91,ST AVE
1373191,137-31 91,ST AVENUE
1373191,137-31 91,ST AVENUE
1420220,142-02 20,TH AVE
1443191,144 -31 91,ST AVE
1445143,14-45 143,RD ST
1446741,144 - 67 41,ST AVE
1491014,149-10 14,TH AVE
1491014,149-10 14,TH AVE
1504149,15-04 149,TH STREET
1510582,151-05 82,ND ST
1611546,161-15 46,TH AVENUE
2002131,20021 31,TH AVENUE
2090135,209-01/35 ,NORTHERN BLVD
2143842,214-38 42,ND AVE
2344102,23-44 102 ,ST
2600179,260-01 79,TH AVE
2681081,268-10 81,ST AVE
3100120,31001 20,TH AVENUE
3100120,31001 20,TH AVENUE
3100120,31001 20,TH AVENUE
3150138,3150 138,TH ST
3424208,3424 208,TH ST
3510150,35-10 150,TH STREET
3511105,35-11 105,TH STREET
3544159,35-44 159,TH STREET
3619201,3619 201,ST ST
4022221,4022 221,ST
4570202,45-70 202,ND ST
4601108,46-01 108,TH STREET
4611108,4611 108,TH ST
4703108,47-03 108,TH ST
4703108,47-03 108,TH ST
4703108,47-03 108,TH ST
5607214,56-07 214,TH ST
6435102,64-35 102,ND ST
7010164,70-10 164,TH ST
7035113,70-35 113,TH STREET
7035150,70-35 150,TH ST
7559188,7559 188 ,ST
7559263,75-59 263,RD ST
8213166,8213 166 ,TH STREET
8224242,82-24 242,ND ST
8645178,86-45 178,TH STREET
8855161,88-55 161,ST
9242212,9242 212 ,PLACE
9307241,9307 241 ,ST
10809159,108-09 159,TH STREET
10929192,109-29 192 ,ST
11127135,111-27 135,TH ST
11520158,115-20 158,TH ST
11630200,116-30 200,TH ST
11940227,119-40  227,TH STREET
13023150,130-23 150,TH AVENUE
13023150,130-23 150,TH AVENUE
13723230,137-23 230 ,ST
14427105,144-27 105 ,AVE
14501101,145-01 101,ST AVE
14923182,149-23 182,ND ST
16514119,165-14 119,TH AVE
16611679,1661-1679 ,SUMMERFIELD ST
17719106,177-19 106,TH AVE
17720106,177-20 106 ,AVE
21840100,218-40 100 ,AVE
22343114,223-43 114,TH RD
22814138,228-14 138,TH AVE
24520139,245-20 139,TH AVE
60016007,60-01 / 60-07 ,NORTHERN BLVD
60016007,60-01 / 60-07 ,NORTHERN BLVD
